entry_id,symbol,direction,signal_index,signal_time,signal_datetime,entry_index,entry_time,entry_datetime,entry_price,exit_index,exit_time,exit_datetime,exit_price,duration_bars,peak_favorable_price,max_adverse_price,max_roe_pct,max_stoploss_pct,net_pnl_pct,label
101,ETHUSDT,SELL,20235,1778832900000,2026-05-15 08:15:00,20236,1778833800000,2026-05-15 08:30:00,2253.0,20762,1779308100000,2026-05-20 20:15:00,2139.28,527,2074.26,2263.6,7.933,0.47,5.047,win
102,ETHUSDT,BUY,20762,1779307200000,2026-05-20 20:00:00,20763,1779308100000,2026-05-20 20:15:00,2139.28,20832,1779371100000,2026-05-21 13:45:00,2105.78,70,2157.0,2103.51,0.828,1.672,-1.566,lose
103,ETHUSDT,SELL,20832,1779370200000,2026-05-21 13:30:00,20833,1779371100000,2026-05-21 13:45:00,2105.78,21047,1779564600000,2026-05-23 19:30:00,2078.42,215,2007.0,2152.78,4.691,2.232,1.299,win
104,ETHUSDT,BUY,21047,1779563700000,2026-05-23 19:15:00,21048,1779564600000,2026-05-23 19:30:00,2078.42,21270,1779765300000,2026-05-26 03:15:00,2084.61,223,2149.86,2061.26,3.437,0.826,0.298,win
105,ETHUSDT,SELL,21270,1779764400000,2026-05-26 03:00:00,21271,1779765300000,2026-05-26 03:15:00,2084.61,21614,1780074900000,2026-05-29 17:15:00,2041.51,344,1965.48,2139.66,5.715,2.641,2.068,win
106,ETHUSDT,BUY,21614,1780074000000,2026-05-29 17:00:00,21615,1780074900000,2026-05-29 17:15:00,2041.51,21803,1780245000000,2026-05-31 16:30:00,2006.09,189,2043.69,2000.83,0.107,1.993,-1.735,lose
107,ETHUSDT,SELL,21803,1780244100000,2026-05-31 16:15:00,21804,1780245000000,2026-05-31 16:30:00,2006.09,22434,1780812900000,2026-06-07 06:15:00,1599.41,631,1503.6,2022.27,25.048,0.807,20.272,win
108,ETHUSDT,BUY,22434,1780812000000,2026-06-07 06:00:00,22435,1780812900000,2026-06-07 06:15:00,1599.41,22668,1781023500000,2026-06-09 16:45:00,1627.79,234,1721.57,1597.66,7.638,0.109,1.774,win
109,ETHUSDT,SELL,22668,1781022600000,2026-06-09 16:30:00,22669,1781023500000,2026-06-09 16:45:00,1627.79,22867,1781202600000,2026-06-11 18:30:00,1680.16,199,1602.05,1693.38,1.581,4.029,-3.217,lose
110,ETHUSDT,BUY,22867,1781201700000,2026-06-11 18:15:00,22868,1781202600000,2026-06-11 18:30:00,1680.16,23149,1781456400000,2026-06-14 17:00:00,1660.7,282,1698.1,1651.17,1.068,1.725,-1.158,lose
111,ETHUSDT,SELL,23149,1781455500000,2026-06-14 16:45:00,23150,1781456400000,2026-06-14 17:00:00,1660.7,23169,1781474400000,2026-06-14 22:00:00,1717.9,20,1658.08,1732.0,0.158,4.293,-3.444,lose
112,ETHUSDT,BUY,23169,1781473500000,2026-06-14 21:45:00,23170,1781474400000,2026-06-14 22:00:00,1717.9,23294,1781586900000,2026-06-16 05:15:00,1761.46,125,1848.78,1708.45,7.619,0.55,2.536,win
113,ETHUSDT,SELL,23294,1781586000000,2026-06-16 05:00:00,23295,1781586900000,2026-06-16 05:15:00,1761.46,23685,1781938800000,2026-06-20 07:00:00,1726.88,391,1670.56,1839.54,5.16,4.433,1.963,win
114,ETHUSDT,BUY,23685,1781937900000,2026-06-20 06:45:00,23686,1781938800000,2026-06-20 07:00:00,1726.88,23848,1782085500000,2026-06-21 23:45:00,1705.69,163,1749.13,1700.37,1.288,1.535,-1.227,lose
115,ETHUSDT,SELL,23848,1782084600000,2026-06-21 23:30:00,23849,1782085500000,2026-06-21 23:45:00,1705.69,23896,1782128700000,2026-06-22 11:45:00,1762.68,48,1703.86,1764.99,0.107,3.477,-3.341,lose
116,ETHUSDT,BUY,23896,1782127800000,2026-06-22 11:30:00,23897,1782128700000,2026-06-22 11:45:00,1762.68,23967,1782192600000,2026-06-23 05:30:00,1712.85,71,1779.0,1709.09,0.926,3.04,-2.827,lose
117,ETHUSDT,SELL,23967,1782191700000,2026-06-23 05:15:00,23968,1782192600000,2026-06-23 05:30:00,1712.85,24166,1782371700000,2026-06-25 07:15:00,1652.28,199,1551.0,1714.48,9.449,0.095,3.536,win
118,ETHUSDT,BUY,24166,1782370800000,2026-06-25 07:00:00,24167,1782371700000,2026-06-25 07:15:00,1652.28,24193,1782396000000,2026-06-25 14:00:00,1537.0,27,1659.0,1530.0,0.407,7.401,-6.977,lose
